ihghgighi;contaCreditoCode;data;valor;historico;numeroDocumento
3.4.2.01.005;1.1.1.02.004;26/11/2025;300;MOV.BAN. -  TARIFAS BANCÁRIAS DE 26/11/2025;MOVBAN
3.4.2.01.005;1.1.1.02.004;27/11/2025;32.4;MOV.BAN. -  TARIFAS BANCÁRIAS DE 27/11/2025;MOVBAN
3.4.2.01.005;1.1.1.02.004;28/11/2025;5.48;MOV.BAN. -  TARIFAS BANCÁRIAS DE 28/11/2025;MOVBAN
3.4.2.01.012;1.1.1.02.004;10/11/2025;8386.68;MOV.BAN. -  AJUSTE TERMO DE MOEDA NDF-25I04013339;MOVBAN
1.1.4.01.013;1.1.1.02.003;12/11/2025;364.89;MOV.BAN. -  VR IRRF RESG CDB AUTOMATICO BRADESCO;MOVBAN
3.4.2.01.012;1.1.1.02.004;18/11/2025;60735.78;MOV.BAN. -  AJUSTE TERMO DE MOEDA NDF CONTRATO 85929;MOVBAN
1.1.4.01.013;1.1.1.02.003;27/11/2025;385.6;MOV.BAN. -  VR IRRF RESG CDB AUTOMATICO BRADESCO;MOVBAN
1.1.4.01.013;1.1.1.02.003;28/11/2025;0.8;MOV.BAN. -  VR IRRF RESG CDB AUTOMATICO BRADESCO;MOVBAN
3.4.1.01.005;1.1.1.01.002;28/11/2025;61.86;MOV.BAN. -  VR VARIACAO CAMBIAL CAIXA DO MES;MOVBAN
3.4.1.01.005;1.1.1.01.002;28/11/2025;4.62;MOV.BAN. -  VR VARIACAO CAMBIAL CAIXA DO MES;MOVBAN
1.1.1.02.004;;03/11/2025;55.83;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;03/11/2025;55.83;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.004;;07/11/2025;16.43;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;07/11/2025;16.43;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.004;;10/11/2025;152.67;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;10/11/2025;152.67;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.004;;11/11/2025;6.28;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;11/11/2025;6.28;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.003;;12/11/2025;1621.77;OP 0502 VR REND VR REND RESG CDB AUTOMATICO BRADESCO;MOVBAN
;3.4.1.01.001;12/11/2025;1621.77;OP 0502  VR REND RESG CDB AUTOMATICO BRADESCO;MOVBAN
1.1.1.02.004;;13/11/2025;61.38;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;13/11/2025;61.38;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.004;;17/11/2025;193;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;17/11/2025;193;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.004;;18/11/2025;5.5;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;18/11/2025;5.5;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.004;;19/11/2025;953.36;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;19/11/2025;953.36;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.004;;21/11/2025;3.32;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;21/11/2025;3.32;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.004;;24/11/2025;6.27;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;24/11/2025;6.27;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.004;;25/11/2025;72.42;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;25/11/2025;72.42;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.003;;27/11/2025;1713.85;OP 0502 VR REND VR REND RESG CDB AUTOMATICO BRADESCO;MOVBAN
;3.4.1.01.001;27/11/2025;1713.85;OP 0502  VR REND RESG CDB AUTOMATICO BRADESCO;MOVBAN
1.1.1.02.004;;28/11/2025;2262.29;OP 0502 VR REND REND PAGO APLIC AUT MAIS;MOVBAN
;3.4.1.01.001;28/11/2025;2262.29;OP 0502  REND PAGO APLIC AUT MAIS;MOVBAN
1.1.1.02.003;;28/11/2025;3.54;OP 0502 VR REND VR REND RESG CDB AUTOMATICO BRADESCO;MOVBAN
;3.4.1.01.001;28/11/2025;3.54;OP 0502  VR REND RESG CDB AUTOMATICO BRADESCO;MOVBAN
3.2.1.01.008;1.1.5.01.002;10/11/2025;121.45;OP 9202: BAIXA GARANTIA DOC: MI000235 1012.648.60 ANEL DE VEDAÇÃO DE BORRACHA VULCANIZADA NÃO ENDURECIDA TIPO O-RINGPERBUNAN BAIXA EM GARANTIA FS PROJETO SCROLL NF 3143 S/1;MOVINT
3.2.1.01.008;1.1.5.01.002;10/11/2025;121.45;OP 9202: BAIXA GARANTIA DOC: MI000235 1012.648.60 ANEL DE VEDAÇÃO DE BORRACHA VULCANIZADA NÃO ENDURECIDA TIPO O-RINGPERBUNAN BAIXA EM GARANTIA FS PROJETO SCROLL NF 3038  S/1;MOVINT
3.2.1.01.008;1.1.5.01.002;28/11/2025;86.64;OP 9202: BAIXA GARANTIA DOC: MI000236 009701045 PARAFUSO COM CABEÇA ALLEN DE AÇO INOX PARA O TAMBOR ROTATIVO DA CENTRIFUGA - Z6E BAIXA GARANTIA PPROJ SCROLL FS LRV NF 3225;MOVINT
3.2.1.01.008;1.1.5.01.002;28/11/2025;119.06;OP 9202: BAIXA GARANTIA DOC: MI000236 1012.648.60 ANEL DE VEDAÇÃO DE BORRACHA VULCANIZADA NÃO ENDURECIDA TIPO O-RINGPERBUNAN BAIXA GARANTIA PPROJ SCROLL FS LRV NF 3225;MOVINT
3.2.1.01.008;1.1.5.01.002;28/11/2025;36.1;OP 9202: BAIXA GARANTIA DOC: MI000237 009701045 PARAFUSO COM CABEÇA ALLEN DE AÇO INOX PARA O TAMBOR ROTATIVO DA CENTRIFUGA - Z6E BAIXA GARANTIA PPROJ SCROLL FS PVL NF 3226;MOVINT
3.2.1.01.008;1.1.5.01.002;28/11/2025;119.06;OP 9202: BAIXA GARANTIA DOC: MI000237 1012.648.60 ANEL DE VEDAÇÃO DE BORRACHA VULCANIZADA NÃO ENDURECIDA TIPO O-RINGPERBUNAN BAIXA GARANTIA PPROJ SCROLL FS PVL NF 3226;MOVINT
3.3.3.05.002;2.1.2.01.000541;01/11/2025;477;OP 5001 - COMPRA NF 1427 | 000541 CRISTAL AGUA LTDA;NFE
3.3.3.05.002;2.1.2.01.000743;01/11/2025;699.8;OP 5001 - COMPRA NF 1768 | 000743 F. F. FIUZA TINTAS;NFE
3.3.3.05.016;2.1.2.01.000044;01/11/2025;505.62;OP 5001 - COMPRA NF 935038 | 000044 ECONET PUBLICACOES PERIODICASLTDA;NFE
3.3.3.03.001;2.1.2.01.000034;01/11/2025;6307.64;OP 5013 - AQUISIÇÃO SERVIÇO DE COMUNICAÇÃO - NF 157780 | 000034 TELEFONICA BRASIL S/A;NFE
3.3.1.03.003;2.1.2.01.000042;01/11/2025;35064.35;OP 5014: AQUISICAO SERVICO NFS 10732369 UNIMED CAMPINAS COOPERATIVA DE TRABALHO ;NFE
3.3.2.01.006;2.1.2.01.000440;01/11/2025;352.48;OP 5014: AQUISICAO SERVICO NFS 165075 VEXPENSES S.A. ;NFE
3.3.1.03.003;2.1.2.01.000043;01/11/2025;1789.48;OP 5014: AQUISICAO SERVICO NFS 3395470 UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLOGICA ;NFE
1.1.5.01.002;1.1.3.06.001;01/11/2025;10053.61;OP 5016 COMP IMP NF 000566 PROC  000600 IMP009699/25;NFE
1.1.4.01.001;1.1.5.01.002;01/11/2025;355.04;OP 5027 ICMS FRETE IMPORTACAO 91628MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;01/11/2025;2958.69;OP 5027 FRETE IMPORT NF 91628 MAXX PRIME TRANSPORTES SERVICOS LTDA  000600 IMP009699/25;NFE
3.3.3.05.001;2.1.2.01.000744;03/11/2025;50.69;OP 5001 - COMPRA NF 125217 | 000744 Z BROTHERS COMERCIO ONLINE LTDA;NFE
3.3.3.05.002;2.1.2.01.000749;03/11/2025;1848;OP 5001 - COMPRA NF 588547 | 000749 LUITEX MAQUINAS E FERRAMENTAS LTDA;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;1197.08;OP 5001 - COMPRA - ICMS SOBRE NF 266433 | 000679 WURTH INDUSTRY BRASIL LTDA.;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;89.98;OP 5001 - COMPRA - PIS SOBRE NF 266433 | 000679 WURTH INDUSTRY BRASIL LTDA.;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;414.45;OP 5001 - COMPRA - COFINS SOBRE NF 266433 | 000679 WURTH INDUSTRY BRASIL LTDA.;NFE
1.1.5.01.002;2.1.2.01.000679;03/11/2025;7082.71;OP 5001 - COMPRA NF 266433 | 000679 WURTH INDUSTRY BRASIL LTDA.;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;122.88;OP 5001 - COMPRA - ICMS SOBRE NF 266457 | 000679 WURTH INDUSTRY BRASIL LTDA.;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;9.24;OP 5001 - COMPRA - PIS SOBRE NF 266457 | 000679 WURTH INDUSTRY BRASIL LTDA.;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;42.54;OP 5001 - COMPRA - COFINS SOBRE NF 266457 | 000679 WURTH INDUSTRY BRASIL LTDA.;NFE
1.1.5.01.002;2.1.2.01.000679;03/11/2025;727.03;OP 5001 - COMPRA NF 266457 | 000679 WURTH INDUSTRY BRASIL LTDA.;NFE
3.3.2.01.006;2.1.2.01.000074;03/11/2025;1112.95;OP 5014: AQUISICAO SERVICO NFS 2321 OVERLUX INFORMATICA EIRELI - ME ;NFE
3.3.2.01.002;2.1.2.01.000663;03/11/2025;5000;OP 5014: AQUISICAO SERVICO NFS 44 LUCAS PORTES TONON SOCIEDADE INDIVIDUAL DE ADVOCAC ;NFE
3.3.3.05.041;2.1.2.01.000262;03/11/2025;10780.61;OP 5014: AQUISICAO SERVICO NFS 84 ALFALOG ARMAZENS GERAIS S.A. ;NFE
3.3.1.03.009;2.1.2.01.000150;03/11/2025;2875;OP 5014: AQUISICAO SERVICO NFS 69 BRUNO MARON 073.853.594-00 ;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;5779.12;OP 5016 COMP IMP NF 000560 PROC  000598 IMP009668/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;5308.27;OP 5016 COMP IMP NF 000561 PROC  000597 IMP009684/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;3005.12;OP 5016 COMP IMP NF 000562 PROC  000596 IMP009689/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;8104.93;OP 5016 COMP IMP NF 000564 PROC  000593 IMP009694/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;2843.53;OP 5016 COMP IMP NF 000568 PROC  000595 IMP009707/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;2977.46;OP 5016 COMP IMP NF 000570 PROC  000599 IMP009708/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;3215.66;OP 5016 COMP IMP NF 000572 PROC  000603 IMP009720/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;1213.53;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003125 | 000050 FLOTTWEG SE 000595 IMP009707/25;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;115.78;OP 5020 - IMPORTACAO - PIS SOBRE NF 003125 | 000050 FLOTTWEG SE 000595 IMP009707/25;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;532.06;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003125 | 000050 FLOTTWEG SE 000595 IMP009707/25;NFE
1.1.4.01.011;1.1.5.01.002;03/11/2025;543.37;OP 5020 - IMPORTACAO - IPI SOBRE NF 003125 | 000050 FLOTTWEG SE 000595 IMP009707/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;3597.58;OP 5020 - IMPORTACAO - IMPOSTOS SOBRE IMPORTACAO DA NF 003125 | 000050 FLOTTWEG SE 000595 IMP009707/25;NFE
1.1.5.01.002;2.1.2.03.000050;03/11/2025;5513.55;OP 5020 - IMPORTACAO - NF 003125 | 000050 FLOTTWEG SE PROC  000595 IMP009707/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;10617.2;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003129 | 000050 FLOTTWEG SE 000601 IMP009690/25;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;1071.79;OP 5020 - IMPORTACAO - PIS SOBRE NF 003129 | 000050 FLOTTWEG SE 000601 IMP009690/25;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;4925.08;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003129 | 000050 FLOTTWEG SE 000601 IMP009690/25;NFE
1.1.4.01.011;1.1.5.01.002;03/11/2025;5152.74;OP 5020 - IMPORTACAO - IPI SOBRE NF 003129 | 000050 FLOTTWEG SE 000601 IMP009690/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;28675.98;OP 5020 - IMPORTACAO - IMPOSTOS SOBRE IMPORTACAO DA NF 003129 | 000050 FLOTTWEG SE 000601 IMP009690/25;NFE
1.1.5.01.002;2.1.2.03.000050;03/11/2025;51037.27;OP 5020 - IMPORTACAO - NF 003129 | 000050 FLOTTWEG SE PROC  000601 IMP009690/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;819.63;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003130 | 000050 FLOTTWEG SE 000596 IMP009689/25;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;80.08;OP 5020 - IMPORTACAO - PIS SOBRE NF 003130 | 000050 FLOTTWEG SE 000596 IMP009689/25;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;367.97;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003130 | 000050 FLOTTWEG SE 000596 IMP009689/25;NFE
1.1.4.01.011;1.1.5.01.002;03/11/2025;357.81;OP 5020 - IMPORTACAO - IPI SOBRE NF 003130 | 000050 FLOTTWEG SE 000596 IMP009689/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;2340.54;OP 5020 - IMPORTACAO - IMPOSTOS SOBRE IMPORTACAO DA NF 003130 | 000050 FLOTTWEG SE 000596 IMP009689/25;NFE
1.1.5.01.002;2.1.2.03.000050;03/11/2025;3813.15;OP 5020 - IMPORTACAO - NF 003130 | 000050 FLOTTWEG SE PROC  000596 IMP009689/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;7540.95;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003131 | 000050 FLOTTWEG SE 000597 IMP009684/25;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;777.83;OP 5020 - IMPORTACAO - PIS SOBRE NF 003131 | 000050 FLOTTWEG SE 000597 IMP009684/25;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;3574.31;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003131 | 000050 FLOTTWEG SE 000597 IMP009684/25;NFE
1.1.4.01.011;1.1.5.01.002;03/11/2025;2311.84;OP 5020 - IMPORTACAO - IPI SOBRE NF 003131 | 000050 FLOTTWEG SE 000597 IMP009684/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;19577.44;OP 5020 - IMPORTACAO - IMPOSTOS SOBRE IMPORTACAO DA NF 003131 | 000050 FLOTTWEG SE 000597 IMP009684/25;NFE
1.1.5.01.002;2.1.2.03.000050;03/11/2025;37039.56;OP 5020 - IMPORTACAO - NF 003131 | 000050 FLOTTWEG SE PROC  000597 IMP009684/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;10932.75;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003132 | 000050 FLOTTWEG SE 000598 IMP009668/25;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;1131.04;OP 5020 - IMPORTACAO - PIS SOBRE NF 003132 | 000050 FLOTTWEG SE 000598 IMP009668/25;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;5197.42;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003132 | 000050 FLOTTWEG SE 000598 IMP009668/25;NFE
1.1.4.01.011;1.1.5.01.002;03/11/2025;3502.03;OP 5020 - IMPORTACAO - IPI SOBRE NF 003132 | 000050 FLOTTWEG SE 000598 IMP009668/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;28223.15;OP 5020 - IMPORTACAO - IMPOSTOS SOBRE IMPORTACAO DA NF 003132 | 000050 FLOTTWEG SE 000598 IMP009668/25;NFE
1.1.5.01.002;2.1.2.03.000050;03/11/2025;53859.33;OP 5020 - IMPORTACAO - NF 003132 | 000050 FLOTTWEG SE PROC  000598 IMP009668/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;6090.71;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003134 | 000050 FLOTTWEG SE 000603 IMP009720/25;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;643.71;OP 5020 - IMPORTACAO - PIS SOBRE NF 003134 | 000050 FLOTTWEG SE 000603 IMP009720/25;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;2958;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003134 | 000050 FLOTTWEG SE 000603 IMP009720/25;NFE
1.1.4.01.011;1.1.5.01.002;03/11/2025;1121.74;OP 5020 - IMPORTACAO - IPI SOBRE NF 003134 | 000050 FLOTTWEG SE 000603 IMP009720/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;15075.87;OP 5020 - IMPORTACAO - IMPOSTOS SOBRE IMPORTACAO DA NF 003134 | 000050 FLOTTWEG SE 000603 IMP009720/25;NFE
1.1.5.01.002;2.1.2.03.000050;03/11/2025;30652.82;OP 5020 - IMPORTACAO - NF 003134 | 000050 FLOTTWEG SE PROC  000603 IMP009720/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;2248.02;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003135 | 000050 FLOTTWEG SE 000599 IMP009708/25;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;236;OP 5020 - IMPORTACAO - PIS SOBRE NF 003135 | 000050 FLOTTWEG SE 000599 IMP009708/25;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;1084.48;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003135 | 000050 FLOTTWEG SE 000599 IMP009708/25;NFE
1.1.4.01.011;1.1.5.01.002;03/11/2025;411.26;OP 5020 - IMPORTACAO - IPI SOBRE NF 003135 | 000050 FLOTTWEG SE 000599 IMP009708/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;5639.89;OP 5020 - IMPORTACAO - IMPOSTOS SOBRE IMPORTACAO DA NF 003135 | 000050 FLOTTWEG SE 000599 IMP009708/25;NFE
1.1.5.01.002;2.1.2.03.000050;03/11/2025;11238.09;OP 5020 - IMPORTACAO - NF 003135 | 000050 FLOTTWEG SE PROC  000599 IMP009708/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;27681.26;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003136 | 000050 FLOTTWEG SE 000593 IMP009694/25;NFE
1.1.4.01.005;1.1.5.01.002;03/11/2025;2769.38;OP 5020 - IMPORTACAO - PIS SOBRE NF 003136 | 000050 FLOTTWEG SE 000593 IMP009694/25;NFE
1.1.4.01.006;1.1.5.01.002;03/11/2025;12725.93;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003136 | 000050 FLOTTWEG SE 000593 IMP009694/25;NFE
1.1.4.01.011;1.1.5.01.002;03/11/2025;11731.14;OP 5020 - IMPORTACAO - IPI SOBRE NF 003136 | 000050 FLOTTWEG SE 000593 IMP009694/25;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;75954.13;OP 5020 - IMPORTACAO - IMPOSTOS SOBRE IMPORTACAO DA NF 003136 | 000050 FLOTTWEG SE 000593 IMP009694/25;NFE
1.1.5.01.002;2.1.2.03.000050;03/11/2025;131875.03;OP 5020 - IMPORTACAO - NF 003136 | 000050 FLOTTWEG SE PROC  000593 IMP009694/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;134.24;OP 5027 ICMS FRETE IMPORTACAO 91655MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;1118.72;OP 5027 FRETE IMPORT NF 91655 MAXX PRIME TRANSPORTES SERVICOS LTDA  000595 IMP009707/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;134.01;OP 5027 ICMS FRETE IMPORTACAO 91695MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;1116.7;OP 5027 FRETE IMPORT NF 91695 MAXX PRIME TRANSPORTES SERVICOS LTDA  000596 IMP009689/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;142.63;OP 5027 ICMS FRETE IMPORTACAO 91696MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;1188.53;OP 5027 FRETE IMPORT NF 91696 MAXX PRIME TRANSPORTES SERVICOS LTDA  000597 IMP009684/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;158.41;OP 5027 ICMS FRETE IMPORTACAO 91697MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;1320.17;OP 5027 FRETE IMPORT NF 91697 MAXX PRIME TRANSPORTES SERVICOS LTDA  000598 IMP009668/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;176.94;OP 5027 ICMS FRETE IMPORTACAO 91698MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;1474.42;OP 5027 FRETE IMPORT NF 91698 MAXX PRIME TRANSPORTES SERVICOS LTDA  000601 IMP009690/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;189.28;OP 5027 ICMS FRETE IMPORTACAO 91710MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;1577.39;OP 5027 FRETE IMPORT NF 91710 MAXX PRIME TRANSPORTES SERVICOS LTDA  000593 IMP009694/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;134.88;OP 5027 ICMS FRETE IMPORTACAO 91712MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;1124.01;OP 5027 FRETE IMPORT NF 91712 MAXX PRIME TRANSPORTES SERVICOS LTDA  000599 IMP009708/25;NFE
1.1.4.01.001;1.1.5.01.002;03/11/2025;139.95;OP 5027 ICMS FRETE IMPORTACAO 91714MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;03/11/2025;1166.27;OP 5027 FRETE IMPORT NF 91714 MAXX PRIME TRANSPORTES SERVICOS LTDA  000603 IMP009720/25;NFE
2.1.2.01.000638;2.1.3.02.002;04/11/2025;423.5;OP 5014:  INSS RETIDO 3156 000638 MAIS BRASILEIRA SERVICOS INTELIGENTES LTDA;NFE
2.1.2.01.000638;2.1.4.01.002;04/11/2025;115.5;OP 5014: ISS RETIDO 3156 000638 MAIS BRASILEIRA SERVICOS INTELIGENTES LTDA;NFE
2.1.2.01.000638;2.1.4.01.013;04/11/2025;38.5;OP 5014:  IRRF RETIDO 3156 000638 MAIS BRASILEIRA SERVICOS INTELIGENTES LTDA ;NFE
3.3.2.01.011;2.1.2.01.000638;04/11/2025;3850;OP 5014: AQUISICAO SERVICO NFS 3156 MAIS BRASILEIRA SERVICOS INTELIGENTES LTDA ;NFE
2.1.2.01.000048;2.1.4.01.002;05/11/2025;3910;OP 5014: ISS RETIDO 1035 000048 WSC SERVICE CENTER CENTRIFUGAS INDUSTRIAIS LTDA;NFE
3.2.1.01.005;2.1.2.01.000048;05/11/2025;195500;OP 5014: AQUISICAO SERVICO NFS 1035 WSC SERVICE CENTER CENTRIFUGAS INDUSTRIAIS LTDA ;NFE
3.3.2.01.004;2.1.2.01.000727;05/11/2025;800;OP 5014: AQUISICAO SERVICO NFS 21 CONFIAN COMPLIANCE LTDA ;NFE
3.3.2.01.002;2.1.2.01.000021;05/11/2025;4611.84;OP 5014: AQUISICAO SERVICO NFS 41 BONTEMPI FERREIRA SOCIEDADE DE ADVOGADOS ;NFE
3.3.3.05.017;2.1.2.01.000013;05/11/2025;64.9;OP 5014: AQUISICAO SERVICO NFS 450738 EDITORA GLOBO S/A ;NFE
1.1.5.01.002;1.1.3.06.001;05/11/2025;17881.05;OP 5016 COMP IMP NF 000559 PROC  000602 IMP009666/25;NFE
1.1.4.01.001;1.1.5.01.002;05/11/2025;75835.63;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003140 | 000050 FLOTTWEG SE 000602 IMP009666/25;NFE
1.1.4.01.005;1.1.5.01.002;05/11/2025;7705.85;OP 5020 - IMPORTACAO - PIS SOBRE NF 003140 | 000050 FLOTTWEG SE 000602 IMP009666/25;NFE
1.1.4.01.006;1.1.5.01.002;05/11/2025;35410.18;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003140 | 000050 FLOTTWEG SE 000602 IMP009666/25;NFE
1.1.4.01.011;1.1.5.01.002;05/11/2025;29320.01;OP 5020 - IMPORTACAO - IPI SOBRE NF 003140 | 000050 FLOTTWEG SE 000602 IMP009666/25;NFE
1.1.5.01.002;1.1.3.06.001;05/11/2025;204332.63;OP 5020 - IMPORTACAO - IMPOSTOS SOBRE IMPORTACAO DA NF 003140 | 000050 FLOTTWEG SE 000602 IMP009666/25;NFE
1.1.5.01.002;2.1.2.03.000050;05/11/2025;366945.2;OP 5020 - IMPORTACAO - NF 003140 | 000050 FLOTTWEG SE PROC  000602 IMP009666/25;NFE
1.1.4.01.001;1.1.5.01.002;05/11/2025;345.86;OP 5027 ICMS FRETE IMPORTACAO 91774MAXX PRIME TRANSPORTES SERVICOS LTDA;NFE
1.1.5.01.002;1.1.3.06.001;05/11/2025;2882.17;OP 5027 FRETE IMPORT NF 91774 MAXX PRIME TRANSPORTES SERVICOS LTDA  000602 IMP009666/25;NFE
1.1.5.01.002;1.1.3.06.001;06/11/2025;3341.75;OP 5016 COMP IMP NF 000571 PROC  000604 IMP009717/25;NFE
1.1.4.01.001;1.1.5.01.002;06/11/2025;6081.51;OP 5020 - IMPORTACAO - ICMS SOBRE NF 003139 | 000050 FLOTTWEG SE 000604 IMP009717/25;NFE
1.1.4.01.005;1.1.5.01.002;06/11/2025;631.97;OP 5020 - IMPORTACAO - PIS SOBRE NF 003139 | 000050 FLOTTWEG SE 000604 IMP009717/25;NFE
1.1.4.01.006;1.1.5.01.002;06/11/2025;2904.01;OP 5020 - IMPORTACAO - COFINS SOBRE NF 003139 | 000050 FLOTTWEG SE 000604 IMP009717/25;NFE
